"","3093HepFr","Gran532","3082Cit4C","NKpan1879","3045EDTAFr","NK8m2626","3021Cit4C","Tpan1754","3159EDTAFr","Th1702","Tc2615","NK16p2288","3082EDTARt","3676","2290","3045Cit4C","B1869","3451","Mono1972","3045EDTARt","NK8p2620","3675","3021CitFr","NKpan2241","Neut1148","Baso1832","Tc2637","3045EDTA4C","NKT2574","NK8m2299","2745","3696","3177EDTA80","Neut1145","3619","NK16p2590","3021EDTAFr","3082Cit80","3177HepFr","Mono1775","NK8p2621","3159HepFr","3268","3082EDTA4C","B2005","3159Hep80","NK16p2594","NKT2584","3177EDTAFr","Bpen","Treg2169","3093EDTA80","3159Hep4C","3093Hep80","3272","3082EDTA80","3177Cit80","B1681","3019","NK16m2608","2563","3082Hep80","NK16m2640","3093CitFr","Baso2477","Gpen","3045CitRt","Th2535","3093EDTAFr","Th1831","3093Cit80","Baso1915","3169","3159EDTARt","3093EDTARt","Th2611","NKT2613","NK8p2619","NKpan1850","NK16m2606","NK16m2578","Th2546","3021EDTA4C","Eos2272","3289","Tc1547","3082CitFr","NK16p2297","3159CitFr","3082EDTAFr","3045HepRt","3159Cit4C","NK8m4229","Baso1889","Eos2063","3021Hep80","3697","Gran1146","3682","3021HepRt","2120","STpen","3357","Treg2169","Gosis","3177CitFr","Treg1782","3685","3045HepFr","Tpan2294","NK8m2641","3221","3093HepRt","Tc2636","2367","3082Hep4C","Tpan1779","NormMix","3177Hep80","Mosis","3177HepRt","Neut2270","3045Cit80","2130","3045EDTA80","B1690","Neut0612","Tpan1612","3021CitRt","2806","Eos2275","NKT2572","Neut1147","Mono2639","3177EDTA4C","B1877","3021Cit80","3159EDTA80","3045CitFr","3396","NK8p2623","NKT2616","2570","3398","3159HepRt","2240","3699","3045Hep80","MTpen","3234","NKpan1869","3177CitRt","Gran1149","NK8m2631","3082HepRt","3177EDTARt","Tc2007","3159CitRt","Mono1993","3093Cit4C","Eos2042","3093CitRt","NKpan2510","3266","Gran1150","3021EDTA80","Baso2492","NK8p2614","3159EDTA4C","NK16m2577","3177Hep4C","Tpan1795","3305","3045Hep4C","Mono1827","2899","3021HepFr","NKpan2503","3159Cit80","3021Hep4C","3093EDTA4C","3082HepFr","3566","Gran2271","2016","3386","3177Cit4C","3021EDTARt","3093Hep4C","NK16p2589","3082CitRt","Treg2280"
"cg10287137",0.4231716,0.1320475,0.3108147,0.4831296,0.2775099,0.6017715,0.4384863,0.7248466,0.2506516,0.6206241,0.7295277,0.4820079,0.3447178,0.4587215,0.2476283,0.2859338,0.5483466,0.1544248,0.06492829,0.3133422,0.7357986,0.5358914,0.4525748,0.5387051,0.08330182,0.1680157,0.6534771,0.3174953,0.6032659,0.5146186,0.1067595,0.3002412,0.4523397,0.05141966,0.3946529,0.6253081,0.446963,0.3381402,0.4433849,0.1195844,0.5997593,0.2891725,0.520521,0.2891701,0.594022,0.2507609,0.3905955,0.7538809,0.4603153,0.2791411,0.6784541,0.4325896,0.2463464,0.4417083,0.2108556,0.2904042,0.4949809,0.5832118,0.3714026,0.5090252,0.2703623,0.3445726,0.373058,0.4125645,0.1514822,0.4599675,0.2946081,0.6789939,0.4651805,0.6906741,0.4315952,0.09797923,0.3972046,0.3131487,0.4592313,0.6888446,0.8204135,0.4572863,0.4811337,0.4291498,0.434288,0.6776034,0.4788889,0.03425615,0.3175666,0.710923,0.2617805,0.5325069,0.2492139,0.2939906,0.3110945,0.2408984,0.4601595,0.1056427,0.03463036,0.4960078,0.3846503,0.06250277,0.2777044,0.5229877,0.1346989,0.1270417,0.1207202,0.6957443,0.202676,0.4702224,0.6883596,0.2712987,0.2771075,0.6627002,0.5242054,0.3758096,0.4461505,0.670294,0.1184509,0.3376764,0.726141,0.2542857,0.4843067,0.2117754,0.4189424,0.08662759,0.2804731,0.3450041,0.3177739,0.4834846,0.06127452,0.7339987,0.5346729,0.2570493,0.03138351,0.7737441,0.04863111,0.1015013,0.3930224,0.4892537,0.4898124,0.2852117,0.323676,0.4330107,0.5006886,0.7905527,0.4199186,0.3532273,0.263796,0.2901358,0.234596,0.3150893,0.1815997,0.2080517,0.3985391,0.4836407,0.0676637,0.3807426,0.3568878,0.5243981,0.7558596,0.2648708,0.1499134,0.448845,0.0347702,0.4335934,0.442154,0.2133292,0.06157188,0.5230866,0.1319005,0.5178676,0.2442062,0.4526549,0.4610444,0.6701154,0.3744918,0.2545257,0.1273384,0.4052808,0.4692919,0.273574,0.2607258,0.4656081,0.465109,0.3375802,0.3633476,0.1032697,0.2279446,0.1637371,0.4369679,0.4392563,0.4661788,0.4085304,0.2540533,0.6981461
"cg10681065",0.4203661,0.2567244,0.3723667,0.3261472,0.2948374,0.3745776,0.4261921,0.8217493,0.2772056,0.6670049,0.786833,0.3709112,0.3993858,0.3966086,0.3098984,0.2933296,0.4916391,0.2147586,0.3133626,0.3468257,0.5139808,0.427631,0.4744376,0.4854949,0.2169152,0.07673848,0.749845,0.2924004,0.7702544,0.5193867,0.3877172,0.3859923,0.4356383,0.1334775,0.3930164,0.3924291,0.4374894,0.3624422,0.4009916,0.3435018,0.5684651,0.2717041,0.4125355,0.3765567,0.4876623,0.2624239,0.4148397,0.7240995,0.483836,0.4486896,0.8117976,0.4013929,0.2990011,0.4125476,0.1751515,0.36725,0.4404312,0.4557386,0.4523643,0.4533399,0.2738734,0.3973617,0.464291,0.4062642,0.05133356,0.5753853,0.3038077,0.7028733,0.4072649,0.7076882,0.3757552,0.04090483,0.4278332,0.3200221,0.4128798,0.7632279,0.8921035,0.3601927,0.2698164,0.3461849,0.6601934,0.8661771,0.4205561,0.05002386,0.4158634,0.8033032,0.3640431,0.3045524,0.2935842,0.3435653,0.3201998,0.2873588,0.5464811,0.08516309,0.03827933,0.4899158,0.6312361,0.2871157,0.2908352,0.4747455,0.3128404,0.3060552,0.135667,0.8436002,0.3332572,0.4771437,0.8002528,0.432325,0.3396684,0.830128,0.4068069,0.5132492,0.3865741,0.7396712,0.2638204,0.3364236,0.741839,0.4047954,0.4411222,0.3980254,0.4320367,0.1545399,0.2632792,0.3464312,0.3360678,0.5493305,0.2176841,0.7194983,0.420896,0.3643029,0.03025652,0.8974953,0.1516311,0.2983631,0.4788086,0.3888184,0.4174173,0.2945326,0.3050485,0.4324985,0.5442533,0.8392233,0.4103396,0.4205326,0.269022,0.2001851,0.2755835,0.332811,0.3607535,0.280817,0.3963548,0.4519806,0.1267802,0.2539474,0.4551661,0.502081,0.8150548,0.3066334,0.3291643,0.4265093,0.05505747,0.4151998,0.267407,0.3030626,0.225262,0.5110916,0.09274404,0.5013553,0.2883789,0.4621538,0.4586208,0.7277772,0.3811858,0.2734391,0.2767406,0.4235776,0.5024058,0.2797149,0.3546475,0.5743567,0.4102481,0.3681876,0.4416114,0.2843246,0.26874,0.183326,0.4648212,0.4056938,0.6377232,0.2795524,0.4711703,0.7626045
"cg10784813",0.3264724,0.5266914,0.5872105,0.2591157,0.4989196,0.06752921,0.3088636,0.02166252,0.3629611,0.02420628,0.01864043,0.1801734,0.4854834,0.4335003,0.6304926,0.5566036,0.1560164,0.7002974,0.7816183,0.4318286,0.09857471,0.2600715,0.3534544,0.3467161,0.4804207,0.71522,0.02390406,0.4522681,0.03857036,0.4190114,0.8296884,0.5868707,0.330469,0.3717271,0.5732371,0.1160589,0.3278258,0.4907976,0.3160828,0.5402364,0.2985065,0.3129805,0.2987783,0.4845415,0.2228691,0.250998,0.3022166,0.05433903,0.4716691,0.4147249,0.03278226,0.3007382,0.3043041,0.2730004,0.2844141,0.4972271,0.3758961,0.2880144,0.5861315,0.5229831,0.8268107,0.5219048,0.5615278,0.3297157,0.6322998,0.2574402,0.4514052,0.02629877,0.3152633,0.02292486,0.3332547,0.5155438,0.4519738,0.2840106,0.2633838,0.0296332,0.05668079,0.4866914,0.1974576,0.3098778,0.6324937,0.02020046,0.3597107,0.7158276,0.6968149,0.03619425,0.6419887,0.2248236,0.319491,0.4641685,0.4575665,0.2958627,0.1494334,0.632705,0.671069,0.3431669,0.4968416,0.5872312,0.5390403,0.2926251,0.8671842,0.58877,0.2413491,0.02572529,0.5805629,0.4044544,0.01819503,0.363491,0.4501106,0.02307932,0.1986822,0.579734,0.2919576,0.02285166,0.7919139,0.5166758,0.03239891,0.4106549,0.3784783,0.5258722,0.3389731,0.6118819,0.4749582,0.3559493,0.5311688,0.4310974,0.8648117,0.05675756,0.3333117,0.8016328,0.7640642,0.02960676,0.6673778,0.5405514,0.3956172,0.3476611,0.3598256,0.3043244,0.4985293,0.2220112,0.3101362,0.01748762,0.6812102,0.5381042,0.2843217,0.5952103,0.3054634,0.4964947,0.563476,0.6005841,0.2610531,0.4123144,0.5904003,0.3485793,0.4704953,0.3018246,0.01982436,0.2625485,0.895182,0.328865,0.6854782,0.3411618,0.4059713,0.6896306,0.7694553,0.3699982,0.6886449,0.2556625,0.2736294,0.4410671,0.3429176,0.03148981,0.5627989,0.5018342,0.49626,0.5183847,0.3151529,0.302552,0.3804772,0.3698221,0.3368685,0.4996319,0.5224174,0.4346824,0.6405389,0.3706335,0.3991968,0.2897288,0.3543106,0.2351454,0.5330496,0.01738776
"cg10977115",0.7863873,0.9641141,0.8878701,0.5927741,0.8902747,0.1340213,0.7805932,0.1391346,0.8986423,0.2004345,0.03810291,0.2236036,0.8722163,0.8772747,0.9283632,0.906303,0.968316,0.9527323,0.9763685,0.8903949,0.1281733,0.7299453,0.843946,0.3468446,0.977001,0.9661492,0.02905931,0.8965839,0.1497074,0.1785061,0.9621893,0.9035326,0.7448846,0.9766756,0.9058607,0.2465983,0.7799417,0.8817421,0.7750539,0.9741828,0.3477742,0.9080675,0.9102628,0.8578519,0.9684548,0.8969447,0.5338771,0.3735122,0.7335519,0.8958329,0.4365059,0.7743914,0.898036,0.7600069,0.9405739,0.880637,0.7716062,0.9753304,0.8685988,0.3227504,0.9535596,0.859929,0.4340685,0.7835584,0.9689691,0.7201754,0.8965155,0.1456618,0.7915764,0.2394346,0.8006586,0.969118,0.862949,0.8830893,0.7225745,0.2586755,0.1618087,0.4652159,0.4645348,0.3464747,0.2793618,0.2080884,0.8052395,0.9811808,0.9368657,0.06334042,0.9033046,0.3883531,0.9162809,0.8753228,0.8944598,0.9081825,0.4572725,0.9370474,0.9803616,0.8105679,0.8530691,0.9772965,0.9327854,0.7440267,0.9594478,0.9467204,0.9626567,0.3551905,0.9412972,0.7690545,0.276194,0.9245715,0.9062541,0.1471829,0.4190907,0.9020923,0.7401168,0.03388907,0.9602531,0.8844861,0.124463,0.8929275,0.7769676,0.9400592,0.7197541,0.9781983,0.9070285,0.909674,0.9057755,0.9745693,0.9788023,0.2431225,0.8142867,0.9575659,0.9818854,0.1191477,0.975852,0.9780325,0.7365245,0.9681703,0.8150241,0.9034131,0.9065574,0.753613,0.4670205,0.07901451,0.9048329,0.9244282,0.8659421,0.931258,0.9220453,0.8889019,0.9430041,0.9583404,0.4115573,0.794811,0.9783259,0.5386105,0.8794426,0.734773,0.03766079,0.8916858,0.9793708,0.7874632,0.9761254,0.7909092,0.2263072,0.9449691,0.9797026,0.8226256,0.9759055,0.2770414,0.9130534,0.2681767,0.7725208,0.1264155,0.891988,0.9267557,0.9793641,0.8796891,0.8230801,0.3549778,0.9362627,0.8685009,0.7959186,0.8624001,0.9014621,0.9332154,0.9449529,0.9185621,0.7767577,0.775225,0.8942896,0.7382838,0.8987617,0.2056869
"cg11024597",0.7545533,0.3551081,0.7221987,0.9503238,0.6148009,0.9562869,0.7544506,0.9719743,0.5016766,0.9742391,0.9766746,0.9650532,0.7248972,0.6693955,0.625465,0.6430771,0.6452606,0.4846826,0.1401184,0.6375162,0.9672546,0.8408108,0.7395768,0.9629099,0.2779731,0.4769178,0.9726203,0.6124803,0.9664605,0.9449542,0.4024414,0.7109712,0.803943,0.210229,0.7156325,0.9692714,0.7739606,0.6697661,0.7882056,0.2070104,0.9467667,0.6170386,0.7722861,0.6864083,0.633355,0.5903901,0.9586257,0.9509107,0.805883,0.632305,0.9622467,0.7648788,0.5713854,0.7798995,0.5018898,0.6935908,0.7986344,0.6293949,0.666568,0.9291049,0.4961889,0.6826499,0.8829794,0.7644328,0.4493336,0.8280146,0.5961977,0.9698953,0.8006264,0.9717464,0.7671174,0.3806339,0.8311262,0.6513705,0.7902765,0.9774739,0.9518281,0.9538437,0.9429778,0.8906724,0.8944099,0.9764106,0.791522,0.3950443,0.6395638,0.9656533,0.7188336,0.9557625,0.5247194,0.637211,0.5941305,0.5804083,0.9539109,0.4939136,0.3669709,0.7746907,0.7587525,0.2608828,0.6493298,0.7853197,0.401197,0.4260705,0.282185,0.9751452,0.4561649,0.8078555,0.9764896,0.5314391,0.5908707,0.9764015,0.9479564,0.6729471,0.7876856,0.9750354,0.4598098,0.7183551,0.9789767,0.6216724,0.8090311,0.4893031,0.7972671,0.2659791,0.6001648,0.6464816,0.641971,0.4537505,0.2393186,0.9532403,0.7983339,0.563758,0.6376711,0.9708009,0.2286769,0.2210845,0.7916352,0.5107297,0.75146,0.6200756,0.6124063,0.6839576,0.9652332,0.9803343,0.6664174,0.6712876,0.5979238,0.5489907,0.6227495,0.5861945,0.4959964,0.4972745,0.9433224,0.8153858,0.210703,0.94002,0.7074838,0.8244209,0.9753025,0.5899244,0.2111329,0.7642646,0.4191765,0.69493,0.9404152,0.5224764,0.2025653,0.8011731,0.4711592,0.954572,0.567003,0.9267009,0.7956461,0.971308,0.694261,0.5625089,0.2559886,0.7196965,0.7387726,0.9604532,0.5544512,0.7493943,0.7808268,0.6424347,0.7243928,0.2604409,0.5030466,0.3888961,0.7700028,0.7321697,0.7613412,0.9480541,0.6447657,0.9762315
"cg11098259",0.6164213,0.1093067,0.5410151,0.9476336,0.4095986,0.9074475,0.575946,0.825026,0.4045876,0.9266253,0.9121821,0.9610215,0.5809399,0.468601,0.375238,0.4139009,0.8968052,0.1953305,0.08142183,0.4336056,0.9064469,0.6936098,0.530666,0.9628016,0.06235646,0.1267902,0.9131701,0.3909431,0.8081245,0.9590341,0.1307285,0.4152756,0.6607671,0.04947409,0.5615565,0.9217614,0.555782,0.4532001,0.6861368,0.1245717,0.9268344,0.5079734,0.582471,0.5057112,0.9074818,0.426056,0.9548054,0.8585781,0.702867,0.4050203,0.8740422,0.5978435,0.4629461,0.6705126,0.3142543,0.5162552,0.6585398,0.9244401,0.5370404,0.9500479,0.3138613,0.4981728,0.951696,0.6234022,0.4160516,0.7792065,0.3878184,0.8864509,0.5979885,0.9088891,0.623122,0.06330131,0.6072049,0.5124819,0.6639605,0.8984891,0.8672811,0.9545954,0.9452907,0.9614666,0.9664406,0.8513962,0.5322644,0.03423579,0.2636853,0.8651283,0.5931217,0.9391195,0.4099582,0.4697446,0.4346862,0.4173094,0.9244222,0.07058346,0.05363279,0.558202,0.5934556,0.04462007,0.5459253,0.6242203,0.1653149,0.3658707,0.1402071,0.8590015,0.3176891,0.6615767,0.863282,0.3770238,0.3703941,0.9225402,0.9280054,0.3899532,0.6443095,0.9259074,0.1225773,0.5602655,0.9069732,0.437288,0.6879587,0.276708,0.6901428,0.05784083,0.3685983,0.42573,0.4538917,0.9475141,0.04031601,0.9015553,0.5640595,0.2409358,0.06550375,0.8260119,0.05696018,0.152073,0.7107802,0.9400806,0.5256358,0.4585067,0.40319,0.6087845,0.96382,0.7776362,0.4326796,0.4592918,0.5010002,0.4154719,0.465751,0.4029753,0.4270448,0.325475,0.9159381,0.7194083,0.06758293,0.9459668,0.5492184,0.6937242,0.8040573,0.4084171,0.06512764,0.5786402,0.06464161,0.5998207,0.9489858,0.3683672,0.03844481,0.5772116,0.1711861,0.954612,0.4169118,0.9631936,0.6453488,0.8900551,0.4508541,0.3968003,0.1037391,0.555487,0.5286239,0.8838336,0.3689486,0.4943422,0.6381213,0.4473422,0.4849386,0.08088703,0.2268844,0.1958792,0.6282745,0.6110607,0.5435634,0.9284005,0.4200613,0.7892872
"cg11164400",0.1014043,0.05025212,0.1018421,0.04963265,0.08183653,0.07113513,0.1435588,0.1633713,0.1047556,0.172512,0.1798113,0.03846693,0.1136191,0.1024929,0.07189009,0.1088604,0.083467,0.04425967,0.04045567,0.0947575,0.09272668,0.1439031,0.1011259,0.04598783,0.0392861,0.04975345,0.1260443,0.09735013,0.1834534,0.03703201,0.06173449,0.2042185,0.1357249,0.04089107,0.0639571,0.06363213,0.1203872,0.09412277,0.1082198,0.05021453,0.04738788,0.08447488,0.1102939,0.08698779,0.0866212,0.09537885,0.04395414,0.1193689,0.1214839,0.07459282,0.1595927,0.1133792,0.1056864,0.1110919,0.06055123,0.09673851,0.1247076,0.08295935,0.1240726,0.05069495,0.05765376,0.09330543,0.04408583,0.1021956,0.05830588,0.1207751,0.08435607,0.1455431,0.1292238,0.158696,0.1084999,0.03837804,0.1582309,0.1023281,0.1126769,0.1674047,0.139175,0.04317345,0.04902789,0.03655786,0.04449731,0.1596403,0.1345973,0.03972613,0.06820687,0.1807044,0.1265719,0.0465348,0.09283371,0.1094434,0.0983295,0.09609671,0.0526855,0.09676612,0.04969073,0.1097487,0.1290241,0.03882658,0.1067697,0.1500593,0.04711981,0.04445842,0.04190649,0.1451693,0.04200529,0.08870005,0.1479989,0.09277526,0.0779321,0.1437576,0.07707001,0.0962675,0.09849503,0.1402297,0.05504285,0.0808751,0.1869275,0.06649365,0.1190192,0.0379112,0.1051775,0.03907202,0.07812889,0.1025034,0.08070526,0.06301823,0.0474527,0.1818007,0.1235656,0.09059961,0.03199985,0.1603924,0.0309194,0.04571324,0.1243619,0.09194921,0.1565814,0.1098018,0.09221379,0.08824263,0.03834879,0.1874436,0.1214565,0.1003427,0.09186734,0.07397631,0.08335771,0.1024042,0.04968331,0.07292903,0.05595305,0.1323514,0.05072929,0.03691793,0.09734881,0.1037383,0.161914,0.09211916,0.07401212,0.0817406,0.05531733,0.1276073,0.03948781,0.07973748,0.03021856,0.1556411,0.0288427,0.0439395,0.09497608,0.04697365,0.09977629,0.1212282,0.1012728,0.09147263,0.05216657,0.1253622,0.102378,0.05889514,0.0563866,0.09188893,0.08910327,0.09508333,0.05251941,0.04163792,0.069798,0.03895744,0.09681252,0.1369577,0.0916343,0.03923885,0.06994946,0.1191472
"cg11206634",0.8724096,0.9805126,0.9074895,0.9646499,0.8988289,0.8867115,0.8065614,0.8060949,0.9133555,0.8723557,0.8817453,0.9671832,0.9131964,0.8955941,0.9466235,0.8908467,0.1415655,0.9293813,0.02442993,0.9058928,0.8851766,0.7785282,0.8296739,0.9573897,0.9714146,0.9803432,0.903682,0.9064471,0.7089877,0.9641181,0.9498999,0.9215242,0.8501942,0.9818336,0.9184161,0.8824756,0.7943665,0.9025885,0.7988557,0.04751333,0.9259197,0.9123124,0.7698922,0.901022,0.1458374,0.8430795,0.8770815,0.8396276,0.8623651,0.8900686,0.8688557,0.8573412,0.9149892,0.8031839,0.9323359,0.9037863,0.8552065,0.2622602,0.9074537,0.9665827,0.9018185,0.8998727,0.9664488,0.8619045,0.9726313,0.6330874,0.8990692,0.8713919,0.8707516,0.8928881,0.8671588,0.9700267,0.8807685,0.9208193,0.8474283,0.9005905,0.8732508,0.9651473,0.9512444,0.9446855,0.9746093,0.8422752,0.8446405,0.9843805,0.9136597,0.8557181,0.9323632,0.9528512,0.9148687,0.908326,0.9133281,0.909112,0.9548197,0.9883868,0.9882569,0.810338,0.9005221,0.9857716,0.911077,0.7969946,0.9415258,0.8388275,0.9158169,0.8332414,0.9806753,0.847923,0.8871018,0.8963287,0.8978276,0.9051089,0.9656228,0.9192767,0.8354706,0.9015914,0.9424924,0.9203737,0.9199818,0.919966,0.8669884,0.7755488,0.8267272,0.9862319,0.9169424,0.8961906,0.8985686,0.344001,0.9834759,0.8353536,0.819774,0.9598753,0.9894027,0.7222103,0.9853955,0.02797396,0.8566358,0.3734872,0.8154309,0.9039805,0.9222572,0.7682039,0.9728224,0.7683841,0.9169801,0.929445,0.9029186,0.9016111,0.8922664,0.8630302,0.8564495,0.9274333,0.9586375,0.8489733,0.9847054,0.9479447,0.9120977,0.8631722,0.7619764,0.9025389,0.04149019,0.8760337,0.9884012,0.8708708,0.9488599,0.9102311,0.9864728,0.8277138,0.9550109,0.9630452,0.9155339,0.976637,0.8396553,0.8461776,0.9029145,0.9182061,0.03803709,0.9200703,0.845548,0.9588576,0.9277752,0.8534902,0.8622053,0.9106916,0.9039952,0.9607899,0.9192021,0.9100522,0.8549563,0.8223188,0.9015323,0.9344431,0.9180986,0.8041319
"cg11254522",0.3020587,0.2149628,0.3595613,0.03694599,0.327779,0.04387121,0.3204474,0.5236793,0.3620799,0.642767,0.4730483,0.04421115,0.3495246,0.2626908,0.2995063,0.3334578,0.616526,0.3336133,0.3500711,0.3095616,0.03564805,0.356726,0.355869,0.0358688,0.2588592,0.4829488,0.4577242,0.3048829,0.3470379,0.08963974,0.3318463,0.3495224,0.4106171,0.260323,0.3613192,0.04001136,0.2992635,0.3292543,0.3578005,0.3085451,0.05074942,0.3487506,0.4006427,0.342055,0.5691746,0.2864663,0.06182267,0.5330721,0.4285522,0.3415621,0.6867709,0.3503506,0.3031784,0.3687989,0.3687606,0.321103,0.4481588,0.644287,0.2982972,0.1659067,0.3481533,0.3199125,0.1392985,0.3790134,0.4810009,0.2962376,0.3301915,0.6687357,0.4017847,0.6161373,0.3581026,0.5958655,0.2840012,0.315347,0.3458196,0.7010233,0.1739164,0.03764001,0.06264443,0.142053,0.1072329,0.6913841,0.3386572,0.3864553,0.3132705,0.3651661,0.2194819,0.04756318,0.2830305,0.359178,0.3266134,0.3378082,0.03637689,0.400624,0.3435832,0.2717776,0.3071472,0.2911318,0.4078842,0.2768534,0.369194,0.3213243,0.3017338,0.7520217,0.245294,0.3835803,0.7711486,0.3048217,0.3171943,0.5995531,0.07894356,0.3425285,0.3467422,0.4852971,0.3829693,0.3814835,0.5666509,0.3257218,0.4276105,0.3290484,0.3697324,0.3077786,0.3457825,0.3415922,0.400187,0.6903687,0.2608445,0.6894071,0.3393357,0.4404244,0.432871,0.2940018,0.2294542,0.3745804,0.3517492,0.5958008,0.348865,0.3458022,0.2903001,0.4635557,0.03168774,0.2714694,0.2671513,0.2406254,0.2801863,0.2861707,0.4082039,0.3236916,0.2484697,0.2193435,0.1019269,0.4495162,0.2559832,0.03611377,0.3547896,0.3956955,0.3844461,0.385336,0.3915585,0.3374973,0.3001816,0.3204884,0.03389961,0.4528551,0.3597634,0.3746135,0.5640409,0.02652506,0.3074327,0.09630743,0.3766216,0.5207148,0.3487699,0.3146305,0.3200036,0.2599367,0.3399484,0.03911828,0.3005414,0.3216454,0.4273914,0.3501405,0.2521222,0.2006516,0.2779676,0.2238937,0.3702554,0.3270021,0.3321738,0.03484976,0.3190248,0.6895321
"cg12952132",0.6496869,0.9037871,0.86948,0.08027407,0.8753333,0.1213357,0.7719571,0.5261849,0.8672475,0.7941013,0.7484555,0.0563309,0.8663415,0.8127701,0.7356483,0.8894605,0.6896783,0.9131458,0.9056354,0.8553841,0.06246927,0.6455732,0.7773556,0.1875044,0.7839413,0.9055182,0.7512491,0.8750817,0.5237877,0.251822,0.920067,0.7372997,0.7098632,0.9200975,0.7556857,0.05151286,0.7546712,0.8612058,0.6809886,0.9313921,0.0908617,0.879756,0.8435047,0.8577054,0.7350065,0.8601962,0.07291308,0.7200009,0.7154611,0.8007578,0.6747401,0.7045802,0.8446997,0.6473776,0.8656657,0.8528729,0.7368883,0.7697598,0.6831061,0.5227637,0.8857149,0.8775132,0.4922131,0.6820555,0.8854862,0.8068677,0.8726892,0.7104014,0.7030783,0.7454432,0.6935081,0.8825336,0.8270469,0.8621545,0.6647258,0.6870924,0.3674227,0.07121601,0.2249904,0.4197506,0.3855003,0.5690989,0.7882785,0.9392692,0.8944843,0.5976655,0.902597,0.064678,0.87448,0.8495408,0.8598672,0.868681,0.1298702,0.8169318,0.8625177,0.7748452,0.8237399,0.9305162,0.7582126,0.7438839,0.934191,0.7834851,0.914883,0.7041646,0.776629,0.7038421,0.6960168,0.7522871,0.8632902,0.7757986,0.2715234,0.8748314,0.6520161,0.7322309,0.9286784,0.8690377,0.7615356,0.7830452,0.7615396,0.8196028,0.7409215,0.9317968,0.8723264,0.8317952,0.8839368,0.8777339,0.9379365,0.6877212,0.7859781,0.9073189,0.9397402,0.5270243,0.9235379,0.9065415,0.7002705,0.830891,0.7614418,0.8801762,0.8744667,0.7332277,0.05782919,0.4206098,0.8399358,0.8595475,0.8864707,0.8823872,0.8616028,0.869505,0.8100689,0.9015269,0.253744,0.7266172,0.9260229,0.1846768,0.8656856,0.7339812,0.4248438,0.8599713,0.9126992,0.6817126,0.813906,0.6819935,0.09361649,0.9094728,0.9325157,0.819866,0.9353896,0.118409,0.8854192,0.4145286,0.7189896,0.7206315,0.7527411,0.8769708,0.9167101,0.8718271,0.7621742,0.1313163,0.8836016,0.7893402,0.6854663,0.8736231,0.8224394,0.7121131,0.8927605,0.7109,0.7177327,0.7439936,0.692639,0.07694285,0.862753,0.6126536
"cg15880738",0.9716835,0.9824918,0.9677545,0.9716657,0.9690054,0.9760063,0.9669266,0.4293182,0.9721312,0.45261,0.424955,0.9808829,0.974912,0.9743564,0.9789247,0.9759762,0.9775211,0.9778016,0.9811404,0.9731321,0.9768056,0.9511261,0.9699121,0.9831817,0.9820325,0.9802228,0.4442034,0.9752387,0.5788119,0.9768249,0.9814736,0.9748679,0.9650754,0.9860537,0.9774538,0.9800577,0.9712976,0.9749064,0.9810596,0.9681858,0.9763398,0.972293,0.9725629,0.9651626,0.9779537,0.9832867,0.9818337,0.7635003,0.9710166,0.9731715,0.4525427,0.9682726,0.975926,0.968365,0.9764796,0.9706096,0.962666,0.9816267,0.9763019,0.9763739,0.9806258,0.9737465,0.9787996,0.9568259,0.9809141,0.9566904,0.9750955,0.4816418,0.9678023,0.4560677,0.9722791,0.9732507,0.9777603,0.9708732,0.9678153,0.5232106,0.7345862,0.9759095,0.9710532,0.9760398,0.9804365,0.5040847,0.9724426,0.9806758,0.9808797,0.6182856,0.9769424,0.9679194,0.9711529,0.956637,0.9741811,0.9722003,0.9754526,0.9637706,0.9855887,0.9702585,0.9745016,0.9867525,0.979093,0.9655572,0.9827824,0.9802178,0.9679823,0.4846172,0.9813403,0.9698483,0.5713456,0.9740847,0.9778789,0.520527,0.9786052,0.9767458,0.9722878,0.4604937,0.983621,0.9754874,0.4481703,0.9760615,0.9781435,0.9783239,0.9668886,0.984246,0.9760866,0.9773016,0.9779892,0.9405854,0.9861387,0.7893421,0.9646439,0.984207,0.9869778,0.6364257,0.9842521,0.9840201,0.9707141,0.9691741,0.9705551,0.9781706,0.9773861,0.8452439,0.981845,0.4792964,0.9791515,0.9785714,0.9761381,0.9794342,0.9791244,0.9768564,0.9795631,0.9819995,0.9669142,0.9658118,0.9855203,0.974673,0.9756169,0.9621326,0.4801725,0.9730003,0.9855935,0.9669748,0.9857873,0.9691587,0.9774563,0.9757181,0.9846709,0.9751893,0.9859367,0.9774257,0.9765142,0.980594,0.9687213,0.5057254,0.9727511,0.974518,0.9819666,0.974729,0.9577702,0.9834135,0.9774186,0.9676735,0.9704252,0.9713457,0.9750702,0.941465,0.9808175,0.9326158,0.9619541,0.9461219,0.9711808,0.9719451,0.9754394,0.4111301
